Time_s,Voltage_V,Current_A,Temp_C
2637,3.283720477910531,-1.0,21.162823006390663
2638,3.283701028063351,-1.0,21.16421228118922
2639,3.2836815782161715,-1.0,21.165601555987774
2640,3.2836621283689915,-1.0,21.16699083078633
2641,3.283642678521812,-1.0,21.168380105584884
2642,3.283623228674632,-1.0,21.16976938038344
2643,3.283603778827452,-1.0,21.171158655181994
2644,3.2835843289802726,-1.0,21.17254792998055
2645,3.2835648791330927,-1.0,21.173937204779104
2646,3.2835454292859128,-1.0,21.17532647957766
2647,3.2835259794387333,-1.0,21.176715754376215
2648,3.2835065295915533,-1.0,21.17810502917477
2649,3.283487079744374,-1.0,21.179494303973325
2650,3.283467629897194,-1.0,21.18088357877188
2651,3.283448180050014,-1.0,21.182272853570435
2652,3.2834287302028344,-1.0,21.18366212836899
2653,3.2834092803556545,-1.0,21.185051403167545
2654,3.283389830508475,-1.0,21.1864406779661
2655,3.283370380661295,-1.0,21.187829952764655
2656,3.283350930814115,-1.0,21.18921922756321
2657,3.2833314809669356,-1.0,21.190608502361766
2658,3.2833120311197557,-1.0,21.19199777716032
2659,3.2832925812725757,-1.0,21.19338705195888
2660,3.2832731314253962,-1.0,21.194776326757435
2661,3.2832536815782163,-1.0,21.19616560155599
2662,3.283234231731037,-1.0,21.197554876354545
2663,3.283214781883857,-1.0,21.1989441511531
2664,3.283195332036677,-1.0,21.200333425951655
2665,3.2831758821894974,-1.0,21.20172270075021
2666,3.2831564323423175,-1.0,21.203111975548765
2667,3.2831369824951375,-1.0,21.20450125034732
2668,3.283117532647958,-1.0,21.205890525145875
2669,3.283098082800778,-1.0,21.20727979994443
2670,3.2830786329535986,-1.0,21.208669074742986
2671,3.2830591831064186,-1.0,21.21005834954154
2672,3.2830397332592387,-1.0,21.211447624340096
2673,3.283020283412059,-1.0,21.21283689913865
2674,3.2830008335648793,-1.0,21.214226173937206
2675,3.2829813837176998,-1.0,21.21561544873576
2676,3.28296193387052,-1.0,21.217004723534316
2677,3.28294248402334,-1.0,21.21839399833287
2678,3.2829230341761604,-1.0,21.219783273131426
2679,3.2829035843289804,-1.0,21.22117254792998
2680,3.2828841344818005,-1.0,21.222561822728537
2681,3.282864684634621,-1.0,21.22395109752709
2682,3.282845234787441,-1.0,21.225340372325647
2683,3.2828257849402616,-1.0,21.226729647124202
2684,3.2828063350930816,-1.0,21.228118921922757
2685,3.2827868852459017,-1.0,21.229508196721312
2686,3.282767435398722,-1.0,21.230897471519867
2687,3.2827479855515422,-1.0,21.232286746318422
2688,3.2827285357043627,-1.0,21.233676021116977
2689,3.282709085857183,-1.0,21.235065295915533
2690,3.282689636010003,-1.0,21.236454570714088
2691,3.2826701861628234,-1.0,21.237843845512643
2692,3.2826507363156434,-1.0,21.239233120311198
2693,3.2826312864684635,-1.0,21.240622395109753
2694,3.282611836621284,-1.0,21.242011669908308
2695,3.282592386774104,-1.0,21.243400944706863
2696,3.2825729369269245,-1.0,21.24479021950542
2697,3.2825534870797446,-1.0,21.246179494303973
2698,3.2825340372325646,-1.0,21.24756876910253
2699,3.282514587385385,-1.0,21.248958043901084
2700,3.282495137538205,-1.0,21.25034731869964
2701,3.2824756876910253,-1.0,21.251736593498194
2702,3.2824562378438458,-1.0,21.25312586829675
2703,3.282436787996666,-1.0,21.254515143095304
2704,3.2824173381494863,-1.0,21.25590441789386
2705,3.2823978883023064,-1.0,21.257293692692414
2706,3.2823784384551264,-1.0,21.25868296749097
2707,3.282358988607947,-1.0,21.260072242289525
2708,3.282339538760767,-1.0,21.26146151708808
2709,3.2823200889135875,-1.0,21.262850791886635
2710,3.2823006390664076,-1.0,21.26424006668519
2711,3.2822811892192276,-1.0,21.265629341483745
2712,3.282261739372048,-1.0,21.2670186162823
2713,3.282242289524868,-1.0,21.268407891080855
2714,3.2822228396776882,-1.0,21.26979716587941
2715,3.2822033898305087,-1.0,21.271186440677965
2716,3.282183939983329,-1.0,21.27257571547652
2717,3.2821644901361493,-1.0,21.273964990275076
2718,3.2821450402889694,-1.0,21.27535426507363
2719,3.2821255904417894,-1.0,21.276743539872186
2720,3.28210614059461,-1.0,21.27813281467074
2721,3.28208669074743,-1.0,21.279522089469296
2722,3.2820672409002505,-1.0,21.28091136426785
2723,3.2820477910530705,-1.0,21.282300639066406
2724,3.2820283412058906,-1.0,21.28368991386496
2725,3.282008891358711,-1.0,21.285079188663516
2726,3.281989441511531,-1.0,21.28646846346207
2727,3.281969991664351,-1.0,21.287857738260627
2728,3.2819505418171717,-1.0,21.28924701305918
2729,3.2819310919699918,-1.0,21.290636287857737
2730,3.2819116421228123,-1.0,21.292025562656292
2731,3.2818921922756323,-1.0,21.293414837454847
2732,3.2818727424284524,-1.0,21.294804112253402
2733,3.281853292581273,-1.0,21.296193387051957
2734,3.281833842734093,-1.0,21.297582661850512
2735,3.281814392886913,-1.0,21.298971936649068
2736,3.2817949430397335,-1.0,21.300361211447623
2737,3.2817754931925536,-1.0,21.301750486246178
2738,3.281756043345374,-1.0,21.303139761044736
2739,3.281736593498194,-1.0,21.30452903584329
2740,3.281717143651014,-1.0,21.305918310641847
2741,3.2816976938038347,-1.0,21.3073075854404
2742,3.2816782439566548,-1.0,21.308696860238957
2743,3.2816587941094753,-1.0,21.310086135037512
2744,3.2816393442622953,-1.0,21.311475409836067
2745,3.2816198944151154,-1.0,21.312864684634622
2746,3.281600444567936,-1.0,21.314253959433177
2747,3.281580994720756,-1.0,21.315643234231732
2748,3.281561544873576,-1.0,21.317032509030287
2749,3.2815420950263965,-1.0,21.318421783828843
2750,3.2815226451792165,-1.0,21.319811058627398
2751,3.281503195332037,-1.0,21.321200333425953
2752,3.281483745484857,-1.0,21.322589608224508
2753,3.281464295637677,-1.0,21.323978883023063
2754,3.2814448457904977,-1.0,21.325368157821618
2755,3.2814253959433177,-1.0,21.326757432620173
2756,3.2814059460961382,-1.0,21.32814670741873
2757,3.2813864962489583,-1.0,21.329535982217283
2758,3.2813670464017783,-1.0,21.33092525701584
2759,3.281347596554599,-1.0,21.332314531814394
2760,3.281328146707419,-1.0,21.33370380661295
2761,3.281308696860239,-1.0,21.335093081411504
2762,3.2812892470130595,-1.0,21.33648235621006
2763,3.2812697971658795,-1.0,21.337871631008614
2764,3.2812503473187,-1.0,21.33926090580717
2765,3.28123089747152,-1.0,21.340650180605724
2766,3.28121144762434,-1.0,21.34203945540428
2767,3.2811919977771606,-1.0,21.343428730202834
2768,3.2811725479299807,-1.0,21.34481800500139
2769,3.2811530980828008,-1.0,21.346207279799945
2770,3.2811336482356213,-1.0,21.3475965545985
2771,3.2811141983884413,-1.0,21.348985829397055
2772,3.281094748541262,-1.0,21.35037510419561
2773,3.281075298694082,-1.0,21.351764378994165
2774,3.281055848846902,-1.0,21.35315365379272
2775,3.2810363989997224,-1.0,21.354542928591275
2776,3.2810169491525425,-1.0,21.35593220338983
2777,3.280997499305363,-1.0,21.357321478188386
2778,3.280978049458183,-1.0,21.35871075298694
2779,3.280958599611003,-1.0,21.360100027785496
2780,3.2809391497638236,-1.0,21.36148930258405
2781,3.2809196999166437,-1.0,21.362878577382606
2782,3.2809002500694637,-1.0,21.36426785218116
2783,3.2808808002222842,-1.0,21.365657126979716
2784,3.2808613503751043,-1.0,21.36704640177827
2785,3.280841900527925,-1.0,21.368435676576826
2786,3.280822450680745,-1.0,21.36982495137538
2787,3.280803000833565,-1.0,21.371214226173937
2788,3.2807835509863854,-1.0,21.37260350097249
2789,3.2807641011392055,-1.0,21.373992775771047
2790,3.280744651292026,-1.0,21.375382050569602
2791,3.280725201444846,-1.0,21.376771325368157
2792,3.280705751597666,-1.0,21.378160600166712
2793,3.2806863017504866,-1.0,21.379549874965267
2794,3.2806668519033066,-1.0,21.380939149763822
2795,3.2806474020561267,-1.0,21.382328424562377
2796,3.280627952208947,-1.0,21.383717699360933
2797,3.2806085023617673,-1.0,21.385106974159488
2798,3.2805890525145878,-1.0,21.386496248958043
2799,3.280569602667408,-1.0,21.387885523756598
2800,3.280550152820228,-1.0,21.389274798555153
2801,3.2805307029730484,-1.0,21.390664073353708
2802,3.2805112531258684,-1.0,21.392053348152263
2803,3.2804918032786885,-1.0,21.39344262295082
2804,3.280472353431509,-1.0,21.394831897749373
2805,3.280452903584329,-1.0,21.39622117254793
2806,3.2804334537371496,-1.0,21.397610447346484
2807,3.2804140038899696,-1.0,21.39899972214504
2808,3.2803945540427897,-1.0,21.400388996943597
2809,3.28037510419561,-1.0,21.401778271742153
2810,3.2803556543484302,-1.0,21.403167546540708
2811,3.2803362045012507,-1.0,21.404556821339263
2812,3.280316754654071,-1.0,21.405946096137818
2813,3.280297304806891,-1.0,21.407335370936373
2814,3.2802778549597114,-1.0,21.408724645734928
2815,3.2802584051125314,-1.0,21.410113920533483
2816,3.2802389552653515,-1.0,21.41150319533204
2817,3.280219505418172,-1.0,21.412892470130593
2818,3.280200055570992,-1.0,21.41428174492915
2819,3.2801806057238125,-1.0,21.415671019727704
2820,3.2801611558766326,-1.0,21.41706029452626
2821,3.2801417060294527,-1.0,21.418449569324814
2822,3.280122256182273,-1.0,21.41983884412337
2823,3.280102806335093,-1.0,21.421228118921924
2824,3.2800833564879137,-1.0,21.42261739372048
2825,3.2800639066407338,-1.0,21.424006668519034
2826,3.280044456793554,-1.0,21.42539594331759
2827,3.2800250069463743,-1.0,21.426785218116144
2828,3.2800055570991944,-1.0,21.4281744929147
2829,3.2799861072520144,-1.0,21.429563767713255
2830,3.279966657404835,-1.0,21.43095304251181
2831,3.279947207557655,-1.0,21.432342317310365
2832,3.2799277577104755,-1.0,21.43373159210892
2833,3.2799083078632956,-1.0,21.435120866907475
2834,3.2798888580161156,-1.0,21.43651014170603
2835,3.279869408168936,-1.0,21.437899416504585
2836,3.279849958321756,-1.0,21.43928869130314
2837,3.2798305084745762,-1.0,21.440677966101696
2838,3.2798110586273967,-1.0,21.44206724090025
2839,3.279791608780217,-1.0,21.443456515698806
2840,3.2797721589330373,-1.0,21.44484579049736
2841,3.2797527090858574,-1.0,21.446235065295916
2842,3.2797332592386774,-1.0,21.44762434009447
2843,3.279713809391498,-1.0,21.449013614893026
2844,3.279694359544318,-1.0,21.45040288969158
2845,3.2796749096971385,-1.0,21.451792164490136
2846,3.2796554598499585,-1.0,21.45318143928869
2847,3.2796360100027786,-1.0,21.454570714087247
2848,3.279616560155599,-1.0,21.4559599888858
2849,3.279597110308419,-1.0,21.457349263684357
2850,3.279577660461239,-1.0,21.458738538482912
2851,3.2795582106140597,-1.0,21.460127813281467
2852,3.27953876076688,-1.0,21.461517088080022
2853,3.2795193109197003,-1.0,21.462906362878577
2854,3.2794998610725203,-1.0,21.464295637677132
2855,3.2794804112253404,-1.0,21.465684912475687
2856,3.279460961378161,-1.0,21.467074187274243
2857,3.279441511530981,-1.0,21.468463462072798
2858,3.2794220616838015,-1.0,21.469852736871353
2859,3.2794026118366215,-1.0,21.471242011669908
2860,3.2793831619894416,-1.0,21.472631286468463
2861,3.279363712142262,-1.0,21.474020561267018
2862,3.279344262295082,-1.0,21.475409836065573
2863,3.279324812447902,-1.0,21.47679911086413
2864,3.2793053626007227,-1.0,21.478188385662683
2865,3.2792859127535428,-1.0,21.47957766046124
2866,3.2792664629063633,-1.0,21.480966935259794
2867,3.2792470130591833,-1.0,21.48235621005835
2868,3.2792275632120034,-1.0,21.483745484856904
2869,3.279208113364824,-1.0,21.48513475965546
2870,3.279188663517644,-1.0,21.486524034454014
2871,3.279169213670464,-1.0,21.48791330925257
2872,3.2791497638232845,-1.0,21.489302584051124
2873,3.2791303139761045,-1.0,21.49069185884968
2874,3.279110864128925,-1.0,21.492081133648234
2875,3.279091414281745,-1.0,21.49347040844679
2876,3.279071964434565,-1.0,21.494859683245345
2877,3.2790525145873857,-1.0,21.4962489580439
2878,3.2790330647402057,-1.0,21.497638232842455
2879,3.2790136148930262,-1.0,21.49902750764101
2880,3.2789941650458463,-1.0,21.500416782439565
2881,3.2789747151986663,-1.0,21.50180605723812
2882,3.278955265351487,-1.0,21.503195332036675
2883,3.278935815504307,-1.0,21.50458460683523
2884,3.278916365657127,-1.0,21.505973881633786
2885,3.2788969158099475,-1.0,21.50736315643234
2886,3.2788774659627675,-1.0,21.508752431230896
2887,3.278858016115588,-1.0,21.51014170602945
2888,3.278838566268408,-1.0,21.51153098082801
2889,3.278819116421228,-1.0,21.512920255626565
2890,3.2787996665740486,-1.0,21.51430953042512
2891,3.2787802167268687,-1.0,21.515698805223675
2892,3.278760766879689,-1.0,21.51708808002223
2893,3.2787413170325093,-1.0,21.518477354820785
2894,3.2787218671853293,-1.0,21.51986662961934
2895,3.27870241733815,-1.0,21.521255904417895
2896,3.27868296749097,-1.0,21.52264517921645
2897,3.27866351764379,-1.0,21.524034454015005
2898,3.2786440677966104,-1.0,21.52542372881356
2899,3.2786246179494305,-1.0,21.526813003612116
2900,3.278605168102251,-1.0,21.52820227841067
2901,3.278585718255071,-1.0,21.529591553209226
2902,3.278566268407891,-1.0,21.53098082800778
2903,3.2785468185607116,-1.0,21.532370102806336
2904,3.2785273687135317,-1.0,21.53375937760489
2905,3.2785079188663517,-1.0,21.535148652403446
2906,3.2784884690191722,-1.0,21.536537927202
2907,3.2784690191719923,-1.0,21.537927202000557
2908,3.278449569324813,-1.0,21.53931647679911
2909,3.278430119477633,-1.0,21.540705751597667
2910,3.278410669630453,-1.0,21.542095026396222
2911,3.2783912197832734,-1.0,21.543484301194777
2912,3.2783717699360935,-1.0,21.544873575993332
2913,3.278352320088914,-1.0,21.546262850791887
2914,3.278332870241734,-1.0,21.547652125590442
2915,3.278313420394554,-1.0,21.549041400388997
2916,3.2782939705473746,-1.0,21.550430675187553
2917,3.2782745207001946,-1.0,21.551819949986108
2918,3.2782550708530147,-1.0,21.553209224784663
2919,3.278235621005835,-1.0,21.554598499583218
2920,3.2782161711586553,-1.0,21.555987774381773
2921,3.2781967213114758,-1.0,21.557377049180328
2922,3.278177271464296,-1.0,21.558766323978883
2923,3.278157821617116,-1.0,21.56015559877744
2924,3.2781383717699364,-1.0,21.561544873575993
2925,3.2781189219227564,-1.0,21.56293414837455
2926,3.278099472075577,-1.0,21.564323423173104
2927,3.278080022228397,-1.0,21.56571269797166
2928,3.278060572381217,-1.0,21.567101972770214
2929,3.2780411225340376,-1.0,21.56849124756877
2930,3.2780216726868576,-1.0,21.569880522367324
2931,3.2780022228396777,-1.0,21.57126979716588
2932,3.277982772992498,-1.0,21.572659071964434
2933,3.2779633231453182,-1.0,21.57404834676299
2934,3.2779438732981387,-1.0,21.575437621561544
2935,3.277924423450959,-1.0,21.5768268963601
2936,3.277904973603779,-1.0,21.578216171158655
2937,3.2778855237565994,-1.0,21.57960544595721
2938,3.2778660739094194,-1.0,21.580994720755765
2939,3.2778466240622395,-1.0,21.58238399555432
2940,3.27782717421506,-1.0,21.583773270352875
2941,3.27780772436788,-1.0,21.58516254515143
2942,3.2777882745207005,-1.0,21.586551819949985
2943,3.2777688246735206,-1.0,21.58794109474854
2944,3.2777493748263407,-1.0,21.589330369547096
2945,3.277729924979161,-1.0,21.59071964434565
2946,3.277710475131981,-1.0,21.592108919144206
2947,3.2776910252848017,-1.0,21.59349819394276
2948,3.2776715754376218,-1.0,21.594887468741316
2949,3.277652125590442,-1.0,21.59627674353987
2950,3.2776326757432623,-1.0,21.597666018338426
2951,3.2776132258960824,-1.0,21.59905529313698
2952,3.2775937760489025,-1.0,21.600444567935536
2953,3.277574326201723,-1.0,21.60183384273409
2954,3.277554876354543,-1.0,21.603223117532647
2955,3.2775354265073635,-1.0,21.6046123923312
2956,3.2775159766601836,-1.0,21.606001667129757
2957,3.2774965268130036,-1.0,21.607390941928312
2958,3.277477076965824,-1.0,21.60878021672687
2959,3.277457627118644,-1.0,21.610169491525426
2960,3.2774381772714647,-1.0,21.61155876632398
2961,3.2774187274242848,-1.0,21.612948041122536
2962,3.277399277577105,-1.0,21.61433731592109
2963,3.2773798277299253,-1.0,21.615726590719646
2964,3.2773603778827454,-1.0,21.6171158655182
2965,3.2773409280355654,-1.0,21.618505140316756
2966,3.277321478188386,-1.0,21.61989441511531
2967,3.277302028341206,-1.0,21.621283689913867
2968,3.2772825784940265,-1.0,21.62267296471242
2969,3.2772631286468465,-1.0,21.624062239510977
2970,3.2772436787996666,-1.0,21.625451514309532
2971,3.277224228952487,-1.0,21.626840789108087
2972,3.277204779105307,-1.0,21.628230063906642
2973,3.2771853292581272,-1.0,21.629619338705197
2974,3.2771658794109477,-1.0,21.631008613503752
2975,3.277146429563768,-1.0,21.632397888302307
2976,3.2771269797165883,-1.0,21.633787163100862
2977,3.2771075298694083,-1.0,21.635176437899418
2978,3.2770880800222284,-1.0,21.636565712697973
2979,3.277068630175049,-1.0,21.637954987496528
2980,3.277049180327869,-1.0,21.639344262295083
2981,3.2770297304806895,-1.0,21.640733537093638
2982,3.2770102806335095,-1.0,21.642122811892193
2983,3.2769908307863296,-1.0,21.643512086690748
2984,3.27697138093915,-1.0,21.644901361489303
2985,3.27695193109197,-1.0,21.64629063628786
2986,3.27693248124479,-1.0,21.647679911086414
2987,3.2769130313976107,-1.0,21.64906918588497
2988,3.2768935815504308,-1.0,21.650458460683524
2989,3.2768741317032513,-1.0,21.65184773548208
2990,3.2768546818560713,-1.0,21.653237010280634
2991,3.2768352320088914,-1.0,21.65462628507919
2992,3.276815782161712,-1.0,21.656015559877744
2993,3.276796332314532,-1.0,21.6574048346763
2994,3.2767768824673524,-1.0,21.658794109474854
2995,3.2767574326201725,-1.0,21.66018338427341
2996,3.2767379827729926,-1.0,21.661572659071965
2997,3.276718532925813,-1.0,21.66296193387052
2998,3.276699083078633,-1.0,21.664351208669075
2999,3.276679633231453,-1.0,21.66574048346763
3000,3.2766601833842737,-1.0,21.667129758266185
3001,3.2766407335370937,-1.0,21.66851903306474
3002,3.2766212836899142,-1.0,21.669908307863295
3003,3.2766018338427343,-1.0,21.67129758266185
3004,3.2765823839955543,-1.0,21.672686857460405
3005,3.276562934148375,-1.0,21.67407613225896
3006,3.276543484301195,-1.0,21.675465407057516
3007,3.276524034454015,-1.0,21.67685468185607
3008,3.2765045846068355,-1.0,21.678243956654626
3009,3.2764851347596555,-1.0,21.67963323145318
3010,3.276465684912476,-1.0,21.681022506251736
3011,3.276446235065296,-1.0,21.68241178105029
3012,3.276426785218116,-1.0,21.683801055848846
3013,3.2764073353709366,-1.0,21.6851903306474
3014,3.2763878855237567,-1.0,21.686579605445957
3015,3.276368435676577,-1.0,21.68796888024451
3016,3.2763489858293973,-1.0,21.689358155043067
3017,3.2763295359822173,-1.0,21.690747429841622
3018,3.276310086135038,-1.0,21.692136704640177
3019,3.276290636287858,-1.0,21.693525979438732
3020,3.276271186440678,-1.0,21.694915254237287
3021,3.2762517365934984,-1.0,21.696304529035842
3022,3.2762322867463185,-1.0,21.697693803834397
3023,3.276212836899139,-1.0,21.699083078632952
3024,3.276193387051959,-1.0,21.700472353431508
3025,3.276173937204779,-1.0,21.701861628230063
3026,3.2761544873575996,-1.0,21.703250903028618
3027,3.2761350375104197,-1.0,21.704640177827173
3028,3.27611558766324,-1.0,21.706029452625728
3029,3.2760961378160602,-1.0,21.707418727424283
3030,3.2760766879688803,-1.0,21.70880800222284
3031,3.276057238121701,-1.0,21.710197277021393
3032,3.276037788274521,-1.0,21.71158655181995
3033,3.276018338427341,-1.0,21.712975826618504
3034,3.2759988885801614,-1.0,21.71436510141706
3035,3.2759794387329815,-1.0,21.715754376215614
3036,3.275959988885802,-1.0,21.71714365101417
3037,3.275940539038622,-1.0,21.718532925812728
3038,3.275921089191442,-1.0,21.719922200611283
3039,3.2759016393442626,-1.0,21.721311475409838
3040,3.2758821894970827,-1.0,21.722700750208393
3041,3.2758627396499027,-1.0,21.724090025006948
3042,3.275843289802723,-1.0,21.725479299805503
3043,3.2758238399555433,-1.0,21.726868574604058
3044,3.2758043901083638,-1.0,21.728257849402613
3045,3.275784940261184,-1.0,21.72964712420117
3046,3.275765490414004,-1.0,21.731036398999724
3047,3.2757460405668244,-1.0,21.73242567379828
3048,3.2757265907196444,-1.0,21.733814948596834
3049,3.275707140872465,-1.0,21.73520422339539
3050,3.275687691025285,-1.0,21.736593498193944
3051,3.275668241178105,-1.0,21.7379827729925
3052,3.2756487913309256,-1.0,21.739372047791054
3053,3.2756293414837456,-1.0,21.74076132258961
3054,3.2756098916365657,-1.0,21.742150597388164
3055,3.275590441789386,-1.0,21.74353987218672
3056,3.2755709919422062,-1.0,21.744929146985275
3057,3.2755515420950267,-1.0,21.74631842178383
3058,3.275532092247847,-1.0,21.747707696582385
3059,3.275512642400667,-1.0,21.74909697138094
3060,3.2754931925534874,-1.0,21.750486246179495
3061,3.2754737427063074,-1.0,21.75187552097805
3062,3.2754542928591275,-1.0,21.753264795776605
3063,3.275434843011948,-1.0,21.75465407057516
3064,3.275415393164768,-1.0,21.756043345373715
3065,3.2753959433175885,-1.0,21.75743262017227
3066,3.2753764934704086,-1.0,21.758821894970826
3067,3.2753570436232287,-1.0,21.76021116976938
3068,3.275337593776049,-1.0,21.761600444567936
3069,3.275318143928869,-1.0,21.76298971936649
3070,3.2752986940816897,-1.0,21.764378994165046
3071,3.27527924423451,-1.0,21.7657682689636
3072,3.27525979438733,-1.0,21.767157543762156
3073,3.2752403445401503,-1.0,21.76854681856071
3074,3.2752208946929704,-1.0,21.769936093359266
3075,3.2752014448457905,-1.0,21.77132536815782
3076,3.275181994998611,-1.0,21.772714642956377
3077,3.275162545151431,-1.0,21.774103917754932
3078,3.2751430953042515,-1.0,21.775493192553487
3079,3.2751236454570716,-1.0,21.776882467352042
3080,3.2751041956098916,-1.0,21.778271742150597
3081,3.275084745762712,-1.0,21.779661016949152
3082,3.275065295915532,-1.0,21.781050291747707
3083,3.2750458460683527,-1.0,21.782439566546262
3084,3.2750263962211728,-1.0,21.783828841344818
3085,3.275006946373993,-1.0,21.785218116143373
3086,3.2749874965268133,-1.0,21.786607390941928
3087,3.2749680466796334,-1.0,21.787996665740483
3088,3.2749485968324534,-1.0,21.789385940539038
3089,3.274929146985274,-1.0,21.790775215337593
3090,3.274909697138094,-1.0,21.792164490136148
3091,3.2748902472909145,-1.0,21.793553764934703
3092,3.2748707974437345,-1.0,21.79494303973326
3093,3.2748513475965546,-1.0,21.796332314531814
3094,3.274831897749375,-1.0,21.79772158933037
3095,3.274812447902195,-1.0,21.799110864128924
3096,3.2747929980550157,-1.0,21.80050013892748
3097,3.2747735482078357,-1.0,21.801889413726034
3098,3.274754098360656,-1.0,21.80327868852459
3099,3.2747346485134763,-1.0,21.804667963323144
3100,3.2747151986662963,-1.0,21.8060572381217
3101,3.2746957488191164,-1.0,21.807446512920254
3102,3.274676298971937,-1.0,21.80883578771881
3103,3.274656849124757,-1.0,21.810225062517365
3104,3.2746373992775775,-1.0,21.81161433731592
3105,3.2746179494303975,-1.0,21.813003612114475
3106,3.2745984995832176,-1.0,21.81439288691303
3107,3.274579049736038,-1.0,21.81578216171159
3108,3.274559599888858,-1.0,21.817171436510144
3109,3.274540150041678,-1.0,21.8185607113087
3110,3.2745207001944987,-1.0,21.819949986107254
3111,3.2745012503473188,-1.0,21.82133926090581
3112,3.2744818005001393,-1.0,21.822728535704364
3113,3.2744623506529593,-1.0,21.82411781050292
3114,3.2744429008057794,-1.0,21.825507085301474
3115,3.2744234509586,-1.0,21.82689636010003
3116,3.27440400111142,-1.0,21.828285634898585
3117,3.2743845512642404,-1.0,21.82967490969714
3118,3.2743651014170605,-1.0,21.831064184495695
3119,3.2743456515698806,-1.0,21.83245345929425
3120,3.274326201722701,-1.0,21.833842734092805
3121,3.274306751875521,-1.0,21.83523200889136
3122,3.274287302028341,-1.0,21.836621283689915
3123,3.2742678521811617,-1.0,21.83801055848847
3124,3.2742484023339817,-1.0,21.839399833287025
3125,3.2742289524868022,-1.0,21.84078910808558
3126,3.2742095026396223,-1.0,21.842178382884136
3127,3.2741900527924424,-1.0,21.84356765768269
3128,3.274170602945263,-1.0,21.844956932481246
3129,3.274151153098083,-1.0,21.8463462072798
3130,3.274131703250903,-1.0,21.847735482078356
3131,3.2741122534037235,-1.0,21.84912475687691
3132,3.2740928035565435,-1.0,21.850514031675466
3133,3.274073353709364,-1.0,21.85190330647402
3134,3.274053903862184,-1.0,21.853292581272576
3135,3.274034454015004,-1.0,21.85468185607113
3136,3.2740150041678246,-1.0,21.856071130869687
3137,3.2739955543206447,-1.0,21.85746040566824
3138,3.273976104473465,-1.0,21.858849680466797
3139,3.2739566546262853,-1.0,21.860238955265352
3140,3.2739372047791053,-1.0,21.861628230063907
3141,3.273917754931926,-1.0,21.863017504862462
3142,3.273898305084746,-1.0,21.864406779661017
3143,3.273878855237566,-1.0,21.865796054459572
3144,3.2738594053903864,-1.0,21.867185329258128
3145,3.2738399555432065,-1.0,21.868574604056683
3146,3.273820505696027,-1.0,21.869963878855238
3147,3.273801055848847,-1.0,21.871353153653793
3148,3.273781606001667,-1.0,21.872742428452348
3149,3.2737621561544876,-1.0,21.874131703250903
3150,3.2737427063073077,-1.0,21.875520978049458
3151,3.273723256460128,-1.0,21.876910252848013
3152,3.2737038066129482,-1.0,21.87829952764657
3153,3.2736843567657683,-1.0,21.879688802445123
3154,3.273664906918589,-1.0,21.88107807724368
3155,3.273645457071409,-1.0,21.882467352042234
3156,3.273626007224229,-1.0,21.88385662684079
3157,3.2736065573770494,-1.0,21.885245901639344
3158,3.2735871075298695,-1.0,21.8866351764379
3159,3.27356765768269,-1.0,21.888024451236454
3160,3.27354820783551,-1.0,21.88941372603501
3161,3.27352875798833,-1.0,21.890803000833564
3162,3.2735093081411506,-1.0,21.89219227563212
3163,3.2734898582939707,-1.0,21.893581550430675
3164,3.273470408446791,-1.0,21.89497082522923
3165,3.273450958599611,-1.0,21.896360100027785
3166,3.2734315087524313,-1.0,21.89774937482634
3167,3.2734120589052518,-1.0,21.899138649624895
3168,3.273392609058072,-1.0,21.90052792442345
3169,3.273373159210892,-1.0,21.901917199222005
3170,3.2733537093637124,-1.0,21.90330647402056
3171,3.2733342595165325,-1.0,21.904695748819115
3172,3.273314809669353,-1.0,21.90608502361767
3173,3.273295359822173,-1.0,21.907474298416226
3174,3.273275909974993,-1.0,21.90886357321478
3175,3.2732564601278136,-1.0,21.910252848013336
3176,3.2732370102806336,-1.0,21.91164212281189
3177,3.2732175604334537,-1.0,21.913031397610446
3178,3.273198110586274,-1.0,21.914420672409
3179,3.2731786607390942,-1.0,21.915809947207556
3180,3.2731592108919147,-1.0,21.91719922200611
3181,3.273139761044735,-1.0,21.918588496804666
3182,3.273120311197555,-1.0,21.91997777160322
3183,3.2731008613503754,-1.0,21.921367046401777
3184,3.2730814115031954,-1.0,21.922756321200332
3185,3.273061961656016,-1.0,21.924145595998887
3186,3.273042511808836,-1.0,21.925534870797442
3187,3.273023061961656,-1.0,21.926924145596
3188,3.2730036121144765,-1.0,21.928313420394556
3189,3.2729841622672966,-1.0,21.92970269519311
3190,3.2729647124201167,-1.0,21.931091969991666
3191,3.272945262572937,-1.0,21.93248124479022
3192,3.272925812725757,-1.0,21.933870519588776
3193,3.2729063628785777,-1.0,21.93525979438733
3194,3.272886913031398,-1.0,21.936649069185886
3195,3.272867463184218,-1.0,21.93803834398444
3196,3.2728480133370383,-1.0,21.939427618782997
3197,3.2728285634898584,-1.0,21.94081689358155
3198,3.2728091136426785,-1.0,21.942206168380107
3199,3.272789663795499,-1.0,21.943595443178662
3200,3.272770213948319,-1.0,21.944984717977217
3201,3.2727507641011395,-1.0,21.946373992775772
3202,3.2727313142539596,-1.0,21.947763267574327
3203,3.2727118644067796,-1.0,21.949152542372882
3204,3.2726924145596,-1.0,21.950541817171437
3205,3.27267296471242,-1.0,21.951931091969993
